# stid, lon, lat, ec_ncep_cc, ec_cma_cc, ec_jp_cc, ncep_cma_cc, ncep_jp_cc, cma_jp_cc
51356  86.0500 44.3200  0.5862  0.7953  0.7562  0.6424  0.6283  0.9602
51357  85.6200 44.3300  0.4357  0.6889  0.6745  0.5067  0.4884  0.9628
51358  85.8200 44.2800  0.5545  0.7909  0.7743  0.6056  0.6107  0.9692
51359  86.2000 44.3200  0.5187  0.7439  0.7105  0.5457  0.5207  0.9561
51365  87.5300 44.2000  0.6504  0.7128  0.6356  0.5074  0.4322  0.9004
51367  86.8200 44.1300  0.5054  0.7371  0.7232  0.4781  0.4515  0.9605
51368  87.3200 44.1200  0.7111  0.7643  0.7374  0.6426  0.5948  0.9368
51369  87.6500 43.9700  0.3693  0.4684  0.4437  0.3843  0.3908  0.9625
51377  87.9200 44.1700  0.7531  0.7525  0.7542  0.6703  0.6504  0.9646
51378  89.1700 44.0200  0.4517  0.5822  0.5609  0.4665  0.4047  0.9494
51379  89.5700 44.0200  0.6377  0.7087  0.6823  0.6830  0.6237  0.9483
51430  81.1500 43.8300  0.6722  0.6520  0.5386  0.6117  0.4814  0.8746
51431  81.3300 43.9500  0.6408  0.6330  0.5218  0.6451  0.5323  0.8855
51433  82.5200 43.8000  0.6612  0.6876  0.6505  0.7096  0.6749  0.9489
51434  81.5300 43.9700  0.5923  0.6140  0.5549  0.5994  0.5355  0.9243
51435  82.2300 43.4700  0.7026  0.7339  0.6301  0.7006  0.5916  0.8710
51436  83.3000 43.4500  0.4346  0.5243  0.3676  0.5595  0.4211  0.8008
51437  81.1300 43.1500  0.4018  0.5506  0.4588  0.3668  0.4573  0.8853
51438  81.7700 43.1800  0.4541  0.5638  0.5397  0.5413  0.5324  0.9412
51463  87.6500 43.7800  0.5580  0.6748  0.6474  0.6655  0.6546  0.9640
51465  87.1000 43.4800  0.2998  0.3625  0.3479  0.5557  0.4753  0.8737
51467  86.3300 42.7700  0.7529  0.7362  0.7001  0.8237  0.7511  0.9259
51468  86.8300 43.1000  0.5929  0.5930  0.5347  0.6407  0.5145  0.9453
51469  87.1800 43.4500  0.4276  0.4875  0.4774  0.6295  0.5595  0.8980
51470  88.1200 43.8800  0.4866  0.5488  0.5328  0.6484  0.6584  0.9702
51477  88.3200 43.3500  0.9132  0.8471  0.7950  0.8289  0.7855  0.9519
51482  90.2800 43.8300  0.6491  0.6552  0.6170  0.6317  0.6086  0.9504
51495  91.7300 43.2200  0.6358  0.5388  0.4562  0.5829  0.5235  0.9152
51526  88.2200 42.2300  0.7927  0.7977  0.7788  0.9020  0.8739  0.9703
51542  84.1500 43.0300  0.8625  0.9141  0.8658  0.8488  0.7896  0.9483
51559  86.4000 42.3200  0.7949  0.8025  0.7541  0.8398  0.7868  0.9313
51567  86.5700 42.0800  0.6827  0.7469  0.6568  0.7540  0.6871  0.9017
51568  86.8000 42.2500  0.7557  0.8120  0.7841  0.7830  0.7920  0.9614
51571  88.6300 42.8000  0.7209  0.6635  0.6533  0.7772  0.7618  0.9771
51572  89.2500 42.8300  0.8021  0.6973  0.6730  0.7794  0.7154  0.8951
51573  89.2000 42.9300  0.6553  0.5729  0.5750  0.6877  0.6267  0.8984
51581  90.2300 42.8500  0.5768  0.4940  0.4878  0.7243  0.6913  0.9129
51627  79.2300 41.2200  0.8580  0.8322  0.8092  0.8923  0.8870  0.9832
51628  80.2300 41.1700  0.6371  0.6426  0.4816  0.6540  0.4464  0.8314
51629  80.2300 41.2700  0.7123  0.7522  0.6748  0.7425  0.6205  0.9171
51633  81.9000 41.7800  0.8588  0.8770  0.8345  0.8771  0.8303  0.9679
51636  82.6500 41.5500  0.7489  0.7467  0.5223  0.7875  0.5898  0.8314
51639  82.7800 41.2300  0.7630  0.7372  0.5084  0.7823  0.5644  0.7784
51642  84.2700 41.8200  0.6714  0.7018  0.6638  0.7451  0.7032  0.9541
51644  82.9700 41.7200  0.7956  0.8226  0.7548  0.8390  0.7590  0.9473
51655  86.2700 41.3500  0.7633  0.7303  0.5138  0.8299  0.6547  0.7569
51656  86.1300 41.7500  0.8406  0.8213  0.7918  0.8899  0.8664  0.9688
51701  75.4000 40.5200  0.5876  0.7024  0.6075  0.5733  0.6006  0.9333
51704  76.1700 39.7200  0.7885  0.8291  0.7925  0.8133  0.7850  0.9675
51705  75.2500 39.7200  0.6756  0.6727  0.5576  0.7758  0.6831  0.8821
51707  76.7300 39.5000  0.6745  0.7004  0.6576  0.6621  0.6210  0.9567
51708  75.9500 39.1500  0.7272  0.7251  0.6392  0.7193  0.6617  0.9275
51709  75.9800 39.4700  0.6433  0.6804  0.5920  0.6143  0.5468  0.9416
51711  78.4500 40.9300  0.8025  0.7413  0.6869  0.7207  0.6850  0.9739
51716  78.5700 39.8000  0.7551  0.6740  0.6357  0.7889  0.7500  0.9458
51717  76.7800 39.2500  0.5409  0.6169  0.5626  0.5565  0.5106  0.9478
51720  79.0500 40.5000  0.7101  0.7214  0.6900  0.7969  0.7700  0.9805
51722  80.4000 40.6500  0.6398  0.6454  0.3952  0.7008  0.4448  0.6993
51730  81.2700 40.5500  0.7124  0.6969  0.6032  0.8067  0.7201  0.8962
51747  83.6700 39.0000  0.8675  0.8850  0.7895  0.9211  0.8445  0.8701
51765  87.7000 40.6300  0.7305  0.7587  0.5786  0.8763  0.7570  0.8419
51777  88.1700 39.0300  0.8648  0.8341  0.7677  0.9020  0.8597  0.9420
51802  76.1700 38.9300  0.5727  0.5907  0.4985  0.5695  0.5008  0.9227
51804  75.2300 37.7700  0.8208  0.8065  0.7954  0.7688  0.7915  0.9720
51810  77.6300 38.9200  0.7138  0.5882  0.5246  0.7147  0.6130  0.8959
51811  77.2700 38.4300  0.6608  0.5748  0.5097  0.5897  0.5081  0.9026
51814  77.4000 37.9200  0.6298  0.5126  0.4298  0.5577  0.4779  0.8941
51815  77.2700 38.2000  0.6026  0.5567  0.4863  0.5319  0.4653  0.8889
51818  78.2800 37.6200  0.6954  0.6329  0.6132  0.7100  0.6664  0.9647
51826  80.8000 37.0200  0.7081  0.6607  0.6341  0.6913  0.6788  0.9593
51827  79.7200 37.2800  0.8832  0.8287  0.8065  0.8591  0.8397  0.9754
51828  79.9300 37.1300  0.6640  0.6114  0.5612  0.5882  0.5637  0.9274
51829  80.1700 37.0800  0.6723  0.6257  0.5922  0.6232  0.6092  0.9511
51839  82.7200 37.0700  0.7375  0.7408  0.6716  0.7479  0.6852  0.9234
51855  85.5500 38.1500  0.7779  0.7739  0.6949  0.8070  0.7503  0.9323
51886  90.8500 38.2500  0.6883  0.7134  0.6877  0.7052  0.5998  0.9463
51931  81.6500 36.8500  0.6264  0.6557  0.6293  0.6302  0.6026  0.9349
52101  93.0500 43.6000  0.8265  0.8056  0.7889  0.8249  0.8005  0.9753
52112  95.1300 43.7700  0.5508  0.5567  0.5100  0.6769  0.6601  0.9573
52118  94.7000 43.2700  0.7509  0.6940  0.6423  0.7955  0.7376  0.9377
52203  93.5200 42.8200  0.7684  0.7795  0.7510  0.8533  0.8232  0.9777
52267 101.0700 41.9500  0.3037  0.4194  0.3409  0.6144  0.5414  0.9110
52313  94.6700 41.5300  0.6244  0.5814  0.5838  0.7560  0.7644  0.9532
52323  97.0300 41.8000  0.6430  0.6432  0.6061  0.7650  0.7327  0.9467
52418  94.6800 40.1500  0.8540  0.8249  0.8077  0.8554  0.8357  0.9679
52424  95.7800 40.5300  0.6945  0.7024  0.6094  0.7244  0.6507  0.8641
52436  97.0300 40.2700  0.8085  0.7848  0.7762  0.8037  0.7917  0.9811
52446  99.5200 40.3000  0.6772  0.6397  0.5824  0.7633  0.7052  0.9135
52447  98.8800 40.0000  0.6508  0.6558  0.5705  0.7255  0.6390  0.9107
52495 104.8000 40.1700  0.7471  0.7412  0.7259  0.8247  0.8129  0.9837
52515  94.8700 39.5200  0.8088  0.8559  0.8522  0.8798  0.8776  0.9902
52533  98.4800 39.7700  0.5714  0.6684  0.6578  0.6274  0.6217  0.9861
52546  99.8300 39.3700  0.8148  0.8239  0.7890  0.8223  0.7861  0.9660
52557 100.1700 39.1500  0.6597  0.6862  0.6469  0.6899  0.6363  0.9349
52575 102.7800 39.4200  0.7429  0.6812  0.6859  0.8174  0.8115  0.9809
52576 101.6800 39.2200  0.6750  0.6571  0.6521  0.7372  0.7215  0.9720
52602  93.3300 38.7500  0.7424  0.7278  0.6656  0.7843  0.7564  0.9208
52607 106.6500 39.4300  0.8164  0.7437  0.6277  0.8337  0.7384  0.9012
52633  98.4200 38.8200  0.7334  0.7360  0.6563  0.6892  0.5858  0.9053
52643  99.6200 38.8300  0.6871  0.7181  0.6700  0.7838  0.6976  0.8986
52645  99.5800 38.4200  0.8216  0.7970  0.7313  0.7811  0.7178  0.9195
52652 100.2800 39.0800  0.6975  0.7503  0.6759  0.7558  0.6760  0.9272
52656 100.8200 38.4300  0.5470  0.5425  0.4677  0.6015  0.5154  0.8404
52657 100.2500 38.1800  0.7168  0.6220  0.4994  0.5685  0.4786  0.8206
52661 101.0800 38.8000  0.6218  0.6403  0.6164  0.6359  0.5979  0.9085
52674 101.9700 38.2300  0.7473  0.7215  0.6460  0.7687  0.6950  0.8862
52679 102.6700 37.9200  0.6948  0.6772  0.6421  0.8187  0.7796  0.9575
52681 103.0800 38.6300  0.4207  0.5039  0.5081  0.6784  0.6676  0.9845
52707  93.6800 36.8000  0.7578  0.7444  0.7187  0.8073  0.7569  0.9265
52713  95.3500 37.8500  0.7349  0.7472  0.7190  0.7284  0.7145  0.9756
52737  97.3800 37.3700  0.6098  0.6726  0.5971  0.6714  0.6732  0.9206
52745  99.0200 37.3000  0.6948  0.6046  0.5362  0.7205  0.6399  0.9330
52754 100.1300 37.3300  0.5123  0.4877  0.3907  0.4353  0.3102  0.7894
52765 101.6200 37.3800  0.8050  0.7007  0.6174  0.6113  0.5429  0.9141
52784 102.9000 37.4700  0.5383  0.5275  0.4347  0.6898  0.5684  0.8458
52787 102.8700 37.2000  0.5668  0.5878  0.4489  0.6990  0.5465  0.8647
52797 104.0500 37.1800  0.6256  0.6395  0.6140  0.7142  0.7070  0.9604
52818  94.9200 36.4200  0.6579  0.5509  0.5210  0.7293  0.6764  0.8628
52825  96.4300 36.4300  0.5668  0.5867  0.5380  0.7393  0.7243  0.9384
52833  98.4800 36.9300  0.7038  0.6333  0.5649  0.6806  0.6387  0.9184
52836  98.1000 36.3000  0.5907  0.5450  0.5304  0.6365  0.6476  0.9547
52842  99.0800 36.7800  0.8033  0.7540  0.7171  0.7662  0.7219  0.9285
52853 100.9800 36.9000  0.9177  0.8666  0.8166  0.8532  0.7863  0.9280
52855 101.2500 36.6800  0.7666  0.7121  0.6580  0.8281  0.7419  0.9086
52856 100.6200 36.2700  0.7743  0.7540  0.6838  0.7318  0.6874  0.9129
52862 101.6800 36.9500  0.8331  0.8107  0.7181  0.8297  0.6989  0.8904
52863 101.9500 36.8200  0.7210  0.6912  0.5478  0.6836  0.5047  0.8029
52866 101.7500 36.7300  0.3032  0.5024  0.4016  0.4314  0.2865  0.7486
52868 101.4300 36.0300  0.7678  0.7696  0.6633  0.7728  0.6754  0.8825
52869 101.5800 36.5000  0.6358  0.4632  0.3240  0.5073  0.3416  0.7393
52874 102.4000 36.4800  0.5944  0.6385  0.5576  0.6518  0.5385  0.8438
52875 102.1000 36.5000  0.6464  0.6446  0.5125  0.6641  0.5105  0.7985
52876 102.8300 36.3300  0.5495  0.5446  0.4400  0.6250  0.4883  0.7937
52877 102.2500 36.1000  0.7546  0.6531  0.5595  0.7473  0.6221  0.8458
52881 103.1800 36.9800  0.7780  0.7694  0.7117  0.8690  0.7948  0.9054
52884 103.9500 36.3500  0.8950  0.8808  0.8404  0.8924  0.8559  0.9473
52885 103.2500 36.7500  0.6518  0.6660  0.6073  0.7542  0.6717  0.8662
52889 103.8800 36.0500  0.8454  0.7932  0.6824  0.7763  0.6799  0.8475
52895 104.6800 36.5700  0.7942  0.7706  0.7416  0.8131  0.7957  0.9559
52896 104.1500 36.5500  0.7380  0.6834  0.6332  0.7182  0.6958  0.9329
52908  93.0800 35.2200  0.5279  0.4308  0.3311  0.5692  0.4672  0.8764
52943  99.9800 35.5800  0.8261  0.8239  0.7883  0.8575  0.8356  0.9700
52955 100.7300 35.5800  0.8130  0.6908  0.5995  0.7207  0.6117  0.8941
52957 100.6000 35.2500  0.7084  0.6515  0.5330  0.6067  0.4846  0.8633
52963 102.0200 35.9300  0.6967  0.5676  0.4555  0.5833  0.4412  0.7988
52968 101.4700 35.0300  0.7712  0.7316  0.6425  0.6888  0.6083  0.9065
52972 102.4500 35.8500  0.8548  0.7401  0.6403  0.7456  0.6385  0.8616
52974 102.0200 35.5200  0.4973  0.4716  0.4028  0.5912  0.4518  0.8271
52978 102.5200 35.2000  0.7247  0.7012  0.6350  0.6664  0.5634  0.8924
52980 103.3000 35.9700  0.7628  0.7385  0.6465  0.7426  0.6365  0.8429
52981 103.3800 35.6800  0.5365  0.6119  0.5472  0.6450  0.5567  0.8342
52982 103.5500 35.4800  0.7689  0.7740  0.6907  0.7576  0.6555  0.8476
52983 104.1500 35.8700  0.8291  0.8201  0.7637  0.8242  0.7634  0.9172
52984 103.1800 35.5800  0.6105  0.6252  0.5499  0.7872  0.6741  0.8487
52985 103.3300 35.4200  0.7921  0.7926  0.7040  0.8417  0.7448  0.8781
52986 103.8700 35.3700  0.8501  0.8526  0.8102  0.8581  0.7986  0.9233
52988 103.7200 35.3700  0.7142  0.7391  0.6680  0.7311  0.6267  0.8443
52993 105.0700 35.6800  0.7951  0.8126  0.7718  0.8210  0.7856  0.9381
52995 104.6200 35.5800  0.6148  0.7027  0.6432  0.7214  0.6700  0.9147
52996 105.0200 35.3800  0.5947  0.5580  0.5746  0.6484  0.6277  0.9339
52998 104.2000 35.1300  0.7581  0.7901  0.7285  0.7546  0.6674  0.8827
53068 111.9300 43.6300  0.4678  0.5558  0.4384  0.6698  0.6270  0.8806
53083 114.1500 44.6200  0.4327  0.6002  0.5701  0.4210  0.5017  0.9107
53149 110.1300 42.5300  0.5799  0.5532  0.5148  0.6408  0.6456  0.9465
53192 114.9500 44.0200  0.5722  0.5377  0.5849  0.4140  0.4145  0.9352
53195 113.6300 43.8500  0.5497  0.6212  0.6497  0.5406  0.5824  0.9151
53272 112.6300 42.7500  0.5652  0.6391  0.6034  0.7275  0.6954  0.9389
53276 112.9000 42.4000  0.5121  0.5647  0.5570  0.6799  0.6581  0.9681
53289 113.8300 42.2300  0.7757  0.8160  0.8035  0.7789  0.7611  0.9797
53324 107.0500 41.0700  0.8613  0.8369  0.8066  0.8398  0.7996  0.9514
53336 108.5200 41.5700  0.7049  0.7266  0.6631  0.7282  0.6682  0.9367
53337 108.2700 41.1000  0.5100  0.5309  0.4491  0.6805  0.5834  0.8846
53343 109.9700 41.7700  0.6188  0.5815  0.5526  0.6267  0.6124  0.9411
53348 109.1300 41.0200  0.7173  0.6243  0.5480  0.7108  0.6590  0.9345
53352 110.4300 41.7000  0.5411  0.4405  0.3928  0.6373  0.5997  0.9371
53357 110.0500 41.0300  0.6879  0.6304  0.5853  0.6523  0.6056  0.9369
53362 111.6800 41.5300  0.7639  0.7426  0.7160  0.7886  0.7679  0.9670
53367 111.2300 41.3200  0.7308  0.7388  0.6949  0.7529  0.7176  0.9523
53368 111.4700 41.0800  0.7392  0.7089  0.6650  0.7398  0.6881  0.9413
53378 112.6200 41.2800  0.7667  0.6848  0.6764  0.7120  0.6897  0.9619
53384 113.1800 41.4500  0.7379  0.7207  0.7128  0.7437  0.7275  0.9740
53385 113.5500 41.5700  0.7480  0.7506  0.7409  0.7501  0.7377  0.9774
53391 114.0000 41.9000  0.4988  0.5902  0.5804  0.5160  0.5222  0.9592
53392 114.6000 41.8500  0.7719  0.8186  0.8208  0.7448  0.7657  0.9683
53397 113.9800 41.1000  0.8323  0.8595  0.8563  0.8357  0.8186  0.9781
53399 114.7000 41.1500  0.7788  0.8145  0.7979  0.7526  0.7545  0.9730
53419 107.0000 40.3300  0.5524  0.5093  0.4318  0.5981  0.5048  0.8512
53420 107.1200 40.8500  0.6642  0.6310  0.5892  0.7471  0.6788  0.9054
